flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-06-28,scheduled,,Kingaroy,Australia/Brisbane,KGY,YKRY,,,,2026-06-28T00:30:00+00:00,2026-06-28T00:30:00+00:00,,,,Maroochydore,Australia/Brisbane,MCY,YBSU,,,,2026-06-28T00:49:00+00:00,,,,,,empty,,,,,,,,,,7C19CE,,,,,,,
2026-06-28,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,14,,2026-06-28T00:30:00+00:00,2026-06-28T00:30:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-28T06:05:00+00:00,,,,,,,H1,H1,4106,H14106,H14106,,,,,,,vietjet air,vj,vjc,82,vj82,vjc82
2026-06-28,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,14,,2026-06-28T00:30:00+00:00,2026-06-28T00:30:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-28T06:05:00+00:00,,,,,,Flexflight,W2,FXT,4082,W24082,FXT4082,,,,,,,vietjet air,vj,vjc,82,vj82,vjc82
2026-06-28,scheduled,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,14,,2026-06-28T00:30:00+00:00,2026-06-28T00:30:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-28T06:05:00+00:00,,,,,,,A1,A1,5001,A15001,A15001,,,,,,,vietjet air,vj,vjc,82,vj82,vjc82
2026-06-28,scheduled,,Maroochydore,Australia/Brisbane,MCY,YBSU,,,,2026-06-28T01:45:00+00:00,2026-06-28T01:45:00+00:00,,,,Bundaberg,Australia/Brisbane,BDB,YBUD,,,,2026-06-28T02:15:00+00:00,,,,,,empty,,,,,,,,,,7C19CE,,,,,,,
2026-06-28,scheduled,,Lanzhou Zhongchuan Airport,,LHW,ZLLL,,,,2026-06-28T00:05:00+00:00,2026-06-28T00:05:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,,,,2026-06-28T02:35:00+00:00,,,,,,China Postal Airlines,CF,CYZ,9001,CF9001,CYZ9001,,,,,,,,,,,,
2026-06-28,scheduled,,Yiwu,Asia/Shanghai,YIW,ZSYW,,,,2026-06-28T00:05:00+00:00,2026-06-28T00:05:00+00:00,,,,Diosdado Macapagal International (Clark International),Asia/Manila,CRK,RPLC,,,,2026-06-28T02:55:00+00:00,,,,,,China Postal Airlines,CF,CYZ,287,CF287,CYZ287,,,,,,,,,,,,
2026-06-28,scheduled,,Xianyang,Asia/Shanghai,XIY,ZLXY,,,,2026-06-28T00:05:00+00:00,2026-06-28T00:05:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,,,,2026-06-28T01:55:00+00:00,,,,,,China Postal Airlines,CF,CYZ,9033,CF9033,CYZ9033,,,,,,,,,,,,
2026-06-28,scheduled,,Vladivostok,Asia/Vladivostok,VVO,UHWW,,1-12,,2026-06-28T01:35:00+00:00,2026-06-28T01:35:00+00:00,,,,Shenyang,Asia/Shanghai,SHE,ZYTX,,,,2026-06-28T00:55:00+00:00,,,,,,Chengdu Airlines,EU,UEA,2732,EU2732,UEA2732,,,,,,,,,,,,
2026-06-28,scheduled,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,2,9,,2026-06-28T00:05:00+00:00,2026-06-28T00:05:00+00:00,,,,San Francisco International,America/Los_Angeles,SFO,KSFO,I,,,2026-06-27T20:30:00+00:00,,,,,,STARLUX,JX,SJX,12,JX12,SJX12,,,,,,,,,,,,
